date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-06-03,822727,MIA,True,33,27,1,3,3,9,0,33,27,1,3,3,9,0,1,1
2026-06-03,822727,WSH,True,44,27,4,10,8,11,1,44,27,4,10,8,11,1,4,4
2026-06-03,822973,DET,True,32,27,2,4,2,6,1,32,27,2,4,2,6,1,2,2
2026-06-03,822973,TB,True,41,27,7,13,1,4,2,41,27,7,13,1,4,2,7,7
2026-06-03,823051,TEX,True,38,24,5,11,3,8,0,38,24,5,11,3,8,0,5,5
2026-06-03,823051,STL,True,38,27,3,6,4,8,0,38,27,3,6,4,8,0,3,3
2026-06-03,823130,NYM,True,34,27,1,6,3,9,1,34,27,1,6,3,9,1,1,1
2026-06-03,823130,SEA,True,43,27,7,14,1,10,0,43,27,7,14,1,10,0,6,6
2026-06-03,823456,SD,True,33,24,3,8,2,8,2,33,24,3,8,2,8,2,3,3
2026-06-03,823456,PHI,True,36,27,2,6,2,11,0,36,27,2,6,2,11,0,2,2
2026-06-03,823540,CLE,True,33,27,4,5,1,10,2,33,27,4,5,1,10,2,4,4
2026-06-03,823540,NYY,True,36,27,5,9,1,7,3,36,27,5,9,1,7,3,5,5
2026-06-03,823701,CWS,True,34,27,0,5,1,8,0,34,27,0,5,1,8,0,0,0
2026-06-03,823701,MIN,True,49,27,8,12,8,10,1,49,27,8,12,8,10,1,7,7
2026-06-03,823780,SF,True,31,27,0,3,2,5,0,31,27,0,3,2,5,0,0,0
2026-06-03,823780,MIL,True,37,27,1,8,3,9,1,37,27,1,8,3,9,1,1,1
2026-06-03,824024,COL,True,43,24,11,16,3,8,1,43,24,11,16,3,8,1,11,11
2026-06-03,824024,LAA,True,37,27,4,7,3,9,1,37,27,4,7,3,9,1,4,4
2026-06-03,824188,PIT,True,43,24,11,13,4,12,1,43,24,11,13,4,12,1,9,9
2026-06-03,824188,HOU,True,45,27,9,12,6,11,2,45,27,9,12,6,11,2,9,9
2026-06-03,824509,KC,True,37,27,2,8,3,11,1,37,27,2,8,3,11,1,2,2
2026-06-03,824509,CIN,True,40,27,5,9,3,13,2,40,27,5,9,3,13,2,5,5
2026-06-03,824671,ATH,True,39,30,4,9,2,9,2,39,30,4,9,2,9,2,4,4
2026-06-03,824671,CHC,True,40,30,5,10,2,6,1,40,30,5,10,2,6,1,4,4
2026-06-03,824755,BAL,True,42,24,8,15,3,7,1,42,24,8,15,3,7,1,8,8
2026-06-03,824755,BOS,True,39,27,1,9,4,7,0,39,27,1,9,4,7,0,1,1
2026-06-03,824917,TOR,True,35,24,7,9,3,1,2,35,24,7,9,3,1,2,7,7
2026-06-03,824917,ATL,True,38,27,3,8,3,8,2,38,27,3,8,3,8,2,3,3
2026-06-03,825077,LAD,True,31,27,0,2,2,9,0,31,27,0,2,2,9,0,0,0
2026-06-03,825077,AZ,True,48,27,7,16,5,6,1,48,27,7,16,5,6,1,6,6
