pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,games_pitched,games_started,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,physical_appearance,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status
663623,98,1,1,39,1,325,Top,822744,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822744,True,2026-05-01,2026-05-01T22:45:00Z,WSH,MIL,H,Jake Irvin,1,1,True,STARTER,98,25,15,4,3,6,4,5,0,https://statsapi.mlb.com/api/v1.1/game/822744/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V23
668834,15,9,77,79,223,322,Bot,822744,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822744,True,2026-05-01,2026-05-01T22:45:00Z,MIL,WSH,A,Easton McGee,1,0,False,RELIEF_OR_BULK,15,3,3,0,0,0,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822744/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V23
672335,27,6,43,53,163,324,Top,822744,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822744,True,2026-05-01,2026-05-01T22:45:00Z,WSH,MIL,H,Cionel Pérez,1,0,False,RELIEF_OR_BULK,27,8,6,0,0,2,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822744/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V23
676879,45,6,47,71,95,321,Bot,822744,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822744,True,2026-05-01,2026-05-01T22:45:00Z,MIL,WSH,A,Aaron Ashby,1,0,False,RELIEF_OR_BULK,45,12,8,1,1,2,2,4,0,https://statsapi.mlb.com/api/v1.1/game/822744/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V23
687606,17,9,72,76,211,323,Top,822744,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822744,True,2026-05-01,2026-05-01T22:45:00Z,WSH,MIL,H,Paxton Schultz,1,0,False,RELIEF_OR_BULK,17,5,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822744/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V23
694819,85,1,5,47,15,327,Bot,822744,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822744,True,2026-05-01,2026-05-01T22:45:00Z,MIL,WSH,A,Jacob Misiorowski,1,1,True,STARTER,85,18,16,0,0,0,2,8,0,https://statsapi.mlb.com/api/v1.1/game/822744/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V23
701552,40,8,59,66,109,326,Top,822744,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822744,True,2026-05-01,2026-05-01T22:45:00Z,WSH,MIL,H,Andre Granillo,1,0,False,RELIEF_OR_BULK,40,8,3,2,0,3,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822744/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V23
592662,102,1,3,45,14,189,Bot,822990,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-01.parquet,False,2026-05-01,2026-05-01T23:10:00Z,SF,TB,A,Robbie Ray,1,1,True,STARTER,102,22,19,3,3,4,0,5,2,https://statsapi.mlb.com/api/v1.1/game/822990/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V23
641329,12,9,55,57,221,232,Top,822990,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-01.parquet,False,2026-05-01,2026-05-01T23:10:00Z,TB,SF,H,Bryan Baker,1,0,False,RELIEF_OR_BULK,12,3,3,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822990/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V23
642121,10,8,48,50,195,204,Top,822990,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-01.parquet,False,2026-05-01,2026-05-01T23:10:00Z,TB,SF,H,Cole Sulser,1,0,False,RELIEF_OR_BULK,10,3,3,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822990/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V23
663556,73,1,0,36,1,149,Top,822990,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-01.parquet,False,2026-05-01,2026-05-01T23:10:00Z,TB,SF,H,Shane McClanahan,1,1,True,STARTER,73,20,18,0,0,5,0,5,0,https://statsapi.mlb.com/api/v1.1/game/822990/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V23
