game_pk,official_date,game_dt,query_dates
822707,2026-07-24,2026-07-24T22:45:00Z,2026-07-24
822872,2026-07-24,2026-07-25T00:05:00Z,2026-07-24
822952,2026-07-24,2026-07-24T23:10:00Z,2026-07-24
823031,2026-07-24,2026-07-25T00:15:00Z,2026-07-24
823196,2026-07-24,2026-07-25T02:15:00Z,2026-07-24
823352,2026-07-24,2026-07-24T22:40:00Z,2026-07-24
823434,2026-07-24,2026-07-24T22:45:00Z,2026-07-24
823601,2026-07-24,2026-07-24T23:10:00Z,2026-07-24
823680,2026-07-24,2026-07-25T00:10:00Z,2026-07-24
823759,2026-07-24,2026-07-24T20:10:00Z,2026-07-24
823843,2026-07-24,2026-07-24T23:10:00Z,2026-07-24
824248,2026-07-24,2026-07-24T22:40:00Z,2026-07-24
824573,2026-07-24,2026-07-24T23:40:00Z,2026-07-24
824733,2026-07-24,2026-07-24T23:15:00Z,2026-07-24
824812,2026-07-24,2026-07-24T23:05:00Z,2026-07-24
