date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-08-20,822861,WSH,True,34,24,2,6,4,8,1,34,24,2,6,4,8,1,2,2
2026-08-20,822861,TEX,True,31,27,0,1,4,15,0,31,27,0,1,4,15,0,0,0
2026-08-20,822934,TOR,True,33,27,1,4,1,8,0,33,27,1,4,1,8,0,0,0
2026-08-20,822934,TB,True,41,27,5,12,3,12,3,41,27,5,12,3,12,3,5,5
2026-08-20,823747,SEA,True,37,24,7,11,3,9,1,37,24,7,11,3,9,1,7,7
2026-08-20,823747,MIL,True,40,27,4,6,6,13,0,40,27,4,6,6,13,0,4,4
2026-08-20,824074,ATH,True,40,24,6,13,5,6,1,40,24,6,13,5,6,1,6,6
2026-08-20,824074,KC,True,39,27,2,8,7,6,0,39,27,2,8,7,6,0,2,2
2026-08-20,824153,LAA,True,36,27,3,8,2,9,0,36,27,3,8,2,9,0,1,1
2026-08-20,824153,HOU,True,51,27,18,18,4,7,2,51,27,18,18,4,7,2,18,18
2026-08-20,824395,SF,True,38,24,5,9,4,6,0,38,24,5,9,4,6,0,3,3
2026-08-20,824395,CLE,True,38,27,2,5,6,13,1,38,27,2,5,6,13,1,2,2
2026-08-20,824474,STL,True,41,27,9,7,8,9,1,41,27,9,7,8,9,1,9,9
2026-08-20,824474,CIN,True,43,27,10,8,6,6,1,43,27,10,8,6,6,1,4,4
2026-08-20,824589,ATL,True,31,27,0,1,3,10,0,31,27,0,1,3,10,0,0,0
2026-08-20,824589,CWS,True,36,27,2,8,1,11,0,36,27,2,8,1,11,0,2,2
2026-08-20,824802,NYY,True,32,27,1,4,1,12,1,32,27,1,4,1,12,1,1,1
2026-08-20,824802,BAL,True,38,27,6,11,2,9,2,38,27,6,11,2,9,2,4,4
