game_pk,official_date,game_dt,query_dates
822786,2026-07-19,2026-07-19T16:15:00Z,2026-07-19
823113,2026-07-19,2026-07-19T20:10:00Z,2026-07-19
823439,2026-07-19,2026-07-19T17:35:00Z,2026-07-19
823521,2026-07-19,2026-07-19T23:20:00Z,2026-07-19
823523,2026-07-19,2026-07-19T16:35:00Z,2026-07-18|2026-07-19
823764,2026-07-19,2026-07-19T18:10:00Z,2026-07-19
824007,2026-07-19,2026-07-19T20:07:00Z,2026-07-19
824086,2026-07-19,2026-07-19T18:10:00Z,2026-07-19
824168,2026-07-19,2026-07-19T18:10:00Z,2026-07-19
824330,2026-07-19,2026-07-19T19:10:00Z,2026-07-19
824411,2026-07-19,2026-07-19T17:40:00Z,2026-07-19
824653,2026-07-19,2026-07-19T18:20:00Z,2026-07-19
824739,2026-07-19,2026-07-19T17:35:00Z,2026-07-19
824897,2026-07-19,2026-07-19T17:35:00Z,2026-07-19
824978,2026-07-19,2026-07-19T20:05:00Z,2026-07-19
825057,2026-07-19,2026-07-19T20:10:00Z,2026-07-19
