game_pk,official_date,game_dt,query_dates
822703,2026-07-28,2026-07-28T22:45:00Z,2026-07-28
822949,2026-07-28,2026-07-28T22:40:00Z,2026-07-28
823026,2026-07-28,2026-07-28T23:45:00Z,2026-07-28
823193,2026-07-28,2026-07-29T01:45:00Z,2026-07-28
823275,2026-07-28,2026-07-29T01:40:00Z,2026-07-28
823350,2026-07-28,2026-07-28T22:40:00Z,2026-07-28
823676,2026-07-28,2026-07-28T23:40:00Z,2026-07-28
823838,2026-07-28,2026-07-28T22:40:00Z,2026-07-28
823923,2026-07-28,2026-07-29T02:10:00Z,2026-07-28
824003,2026-07-28,2026-07-29T01:38:00Z,2026-07-28
824243,2026-07-28,2026-07-28T22:40:00Z,2026-07-28
824489,2026-07-28,2026-07-28T23:10:00Z,2026-07-28
824490,2026-07-28,2026-07-28T17:40:00Z,2026-07-27|2026-07-28
824569,2026-07-28,2026-07-28T23:40:00Z,2026-07-28
824976,2026-07-28,2026-07-29T01:40:00Z,2026-07-28
