game_pk,official_date,game_dt,query_dates
822857,2026-08-21,2026-08-22T00:15:00Z,2026-08-21
823101,2026-08-21,2026-08-22T02:10:00Z,2026-08-21
823262,2026-08-21,2026-08-22T01:40:00Z,2026-08-21
823420,2026-08-21,2026-08-21T22:40:00Z,2026-08-21
823510,2026-08-21,2026-08-21T23:05:00Z,2026-08-21
823746,2026-08-21,2026-08-21T20:10:00Z,2026-08-21
823830,2026-08-21,2026-08-21T23:10:00Z,2026-08-21
823911,2026-08-21,2026-08-22T02:10:00Z,2026-08-21
824072,2026-08-21,2026-08-22T00:10:00Z,2026-08-21
824152,2026-08-21,2026-08-22T00:10:00Z,2026-08-21
824317,2026-08-21,2026-08-22T00:40:00Z,2026-08-21
824559,2026-08-21,2026-08-21T23:40:00Z,2026-08-21
824721,2026-08-21,2026-08-21T23:10:00Z,2026-08-21
824800,2026-08-21,2026-08-21T23:15:00Z,2026-08-21
825045,2026-08-21,2026-08-22T01:40:00Z,2026-08-21
