game_pk,official_date,game_dt,query_dates
822701,2026-08-08,2026-08-08T22:45:00Z,2026-08-08
822864,2026-08-08,2026-08-08T23:15:00Z,2026-08-08
823021,2026-08-08,2026-08-08T23:15:00Z,2026-08-08
823102,2026-08-08,2026-08-09T01:50:00Z,2026-08-08
823188,2026-08-08,2026-08-08T23:15:00Z,2026-08-08
823267,2026-08-08,2026-08-08T23:15:00Z,2026-08-08
823348,2026-08-08,2026-08-08T22:40:00Z,2026-08-08
823426,2026-08-08,2026-08-08T22:05:00Z,2026-08-08
823514,2026-08-08,2026-08-08T19:05:00Z,2026-08-08
823752,2026-08-08,2026-08-08T23:10:00Z,2026-08-08
823834,2026-08-08,2026-08-08T20:10:00Z,2026-08-08
824079,2026-08-08,2026-08-08T23:10:00Z,2026-08-08
824565,2026-08-08,2026-08-08T23:15:00Z,2026-08-08
824726,2026-08-08,2026-08-08T20:10:00Z,2026-08-08
825049,2026-08-08,2026-08-09T00:10:00Z,2026-08-08
