game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
823071,641401,18,1,18,both,True
823071,668941,17,1,17,both,True
823071,669160,91,1,91,both,True
823071,670036,36,1,36,both,True
823071,676617,15,1,15,both,True
823071,677865,24,1,24,both,True
823071,677944,87,1,87,both,True
823071,682120,8,1,8,both,True
823314,593974,25,1,25,both,True
823314,642100,12,1,12,both,True
823314,660825,11,1,11,both,True
823314,662253,26,1,26,both,True
823314,676106,98,1,98,both,True
823314,676760,42,1,42,both,True
823314,678606,5,1,5,both,True
823314,681190,85,1,85,both,True
823314,689690,34,1,34,both,True
823399,642397,15,1,15,both,True
823399,642701,21,1,21,both,True
823399,663623,85,1,85,both,True
823399,669387,81,1,81,both,True
823399,682254,11,1,11,both,True
823399,695418,39,1,39,both,True
823477,621237,11,1,11,both,True
823477,664238,13,1,13,both,True
823477,666200,98,1,98,both,True
823477,676962,17,1,17,both,True
823477,679775,41,1,41,both,True
823477,681432,19,1,19,both,True
823477,684007,97,1,97,both,True
823561,518585,13,1,13,both,True
823561,519141,11,1,11,both,True
823561,605447,21,1,21,both,True
823561,657612,8,1,8,both,True
823561,661563,83,1,83,both,True
823561,670280,8,1,8,both,True
823561,686799,97,1,97,both,True
823561,687396,10,1,10,both,True
823722,543056,20,1,20,both,True
823722,607455,24,1,24,both,True
823722,623437,13,1,13,both,True
823722,670245,29,1,29,both,True
823722,676477,22,1,22,both,True
823722,679358,12,1,12,both,True
823722,680573,92,1,92,both,True
823722,681892,14,1,14,both,True
823722,813349,85,1,85,both,True
823803,643511,16,1,16,both,True
823803,656302,106,1,106,both,True
823803,669084,8,1,8,both,True
823803,676879,21,1,21,both,True
823803,680755,5,1,5,both,True
823803,682842,12,1,12,both,True
823803,689254,13,1,13,both,True
823803,694477,81,1,81,both,True
823963,595014,13,1,13,both,True
823963,605280,88,1,88,both,True
823963,642207,19,1,19,both,True
823963,656945,8,1,8,both,True
823963,660271,95,1,95,both,True
823963,668964,30,1,30,both,True
823963,669165,24,1,24,both,True
823963,681810,15,1,15,both,True
824209,500779,75,1,75,both,True
824209,595345,7,1,7,both,True
824209,650556,23,1,23,both,True
824209,660853,14,1,14,both,True
824209,677955,11,1,11,both,True
824209,681293,100,1,100,both,True
824209,685299,60,1,60,both,True
824291,445276,20,1,20,both,True
824291,607625,92,1,92,both,True
824291,640448,16,1,16,both,True
824291,656427,97,1,97,both,True
824291,663738,4,1,4,both,True
824291,663947,14,1,14,both,True
824291,669212,20,1,20,both,True
824532,572955,14,1,14,both,True
824532,621366,9,1,9,both,True
824532,641816,89,1,89,both,True
824532,656271,13,1,13,both,True
824532,664141,28,1,28,both,True
824532,668933,23,1,23,both,True
824532,694918,13,1,13,both,True
824532,695076,90,1,90,both,True
824615,624512,9,1,9,both,True
824615,642121,36,1,36,both,True
824615,656457,39,1,39,both,True
824615,663542,14,1,14,both,True
824615,669438,12,1,12,both,True
824615,669947,77,1,77,both,True
824615,680732,92,1,92,both,True
824615,693855,25,1,25,both,True
824855,593958,98,1,98,both,True
824855,656464,32,1,32,both,True
824855,657044,12,1,12,both,True
824855,664199,6,1,6,both,True
824855,664854,11,1,11,both,True
824855,664991,7,1,7,both,True
824855,666661,10,1,10,both,True
824855,666974,3,1,3,both,True
824855,669330,14,1,14,both,True
824855,680694,97,1,97,both,True
824855,689296,10,1,10,both,True
824936,628452,12,1,12,both,True
824936,641755,14,1,14,both,True
824936,663158,4,1,4,both,True
824936,663978,92,1,92,both,True
824936,667463,16,1,16,both,True
824936,669276,12,1,12,both,True
824936,674370,15,1,15,both,True
824936,676534,9,1,9,both,True
824936,677053,22,1,22,both,True
824936,693821,79,1,79,both,True
825021,605130,17,1,17,both,True
825021,643410,22,1,22,both,True
825021,656222,26,1,26,both,True
825021,656641,11,1,11,both,True
825021,663687,11,1,11,both,True
825021,668390,32,1,32,both,True
825021,669270,24,1,24,both,True
825021,669372,78,1,78,both,True
825021,677958,97,1,97,both,True
825021,686560,3,1,3,both,True
