game_pk,official_date,game_dt,query_dates
822743,2026-05-05,2026-05-05T22:45:00Z,2026-05-05
822986,2026-05-05,2026-05-05T22:40:00Z,2026-05-05
823142,2026-05-05,2026-05-06T01:40:00Z,2026-05-05
823227,2026-05-05,2026-05-06T01:45:00Z,2026-05-05
823469,2026-05-05,2026-05-05T22:40:00Z,2026-05-05
823553,2026-05-05,2026-05-05T23:05:00Z,2026-05-05
823873,2026-05-05,2026-05-05T22:40:00Z,2026-05-05
824040,2026-05-05,2026-05-06T01:38:00Z,2026-05-05
824119,2026-05-05,2026-05-05T23:40:00Z,2026-05-05
824200,2026-05-05,2026-05-06T00:10:00Z,2026-05-05
824281,2026-05-05,2026-05-05T22:40:00Z,2026-05-05
824682,2026-05-05,2026-05-05T23:40:00Z,2026-05-05
825092,2026-05-05,2026-05-06T01:40:00Z,2026-05-05
