date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-06-23,822718,PHI,True,40,27,9,8,4,17,2,40,27,9,8,4,17,2,5,5
2026-06-23,822718,WSH,True,47,27,14,17,3,12,3,47,27,14,17,3,12,3,14,14
2026-06-23,822799,HOU,True,51,33,7,13,4,10,2,51,33,7,13,4,10,2,4,4
2026-06-23,822799,TOR,True,51,33,9,15,3,10,4,51,33,9,15,3,10,4,7,7
2026-06-23,822963,KC,True,41,27,5,9,6,9,1,41,27,5,9,6,9,1,5,5
2026-06-23,822963,TB,True,42,27,12,14,1,6,3,42,27,12,14,1,6,3,8,8
2026-06-23,823043,AZ,True,37,27,3,7,4,9,0,37,27,3,7,4,9,0,3,3
2026-06-23,823043,STL,True,38,27,4,6,6,5,0,38,27,4,6,6,5,0,3,3
2026-06-23,823210,ATH,True,36,24,3,9,4,11,1,36,24,3,9,4,11,1,3,3
2026-06-23,823210,SF,True,34,27,1,3,5,7,0,34,27,1,3,5,7,0,0,0
2026-06-23,823286,ATL,True,40,27,7,9,4,8,1,40,27,7,9,4,8,1,5,5
2026-06-23,823286,SD,True,45,30,6,9,4,14,1,45,30,6,9,4,14,1,6,6
2026-06-23,823365,SEA,True,38,27,2,10,3,10,0,38,27,2,10,3,10,0,1,1
2026-06-23,823365,PIT,True,37,27,3,8,2,9,2,37,27,3,8,2,9,2,3,3
2026-06-23,823614,CHC,True,39,27,6,6,7,10,2,39,27,6,6,7,10,2,6,6
2026-06-23,823614,NYM,True,41,27,9,8,7,9,2,41,27,9,8,7,9,2,9,9
2026-06-23,823690,LAD,True,36,27,3,7,2,5,2,36,27,3,7,2,5,2,3,3
2026-06-23,823690,MIN,True,52,27,12,17,7,10,1,52,27,12,17,7,10,1,11,11
2026-06-23,823849,TEX,True,39,24,6,12,3,6,3,39,24,6,12,3,6,3,6,6
2026-06-23,823849,MIA,True,40,27,4,10,3,7,2,40,27,4,10,3,7,2,4,4
2026-06-23,824017,BAL,True,33,24,5,8,2,8,1,33,24,5,8,2,8,1,5,5
2026-06-23,824017,LAA,True,31,27,1,3,2,13,0,31,27,1,3,2,13,0,1,1
2026-06-23,824262,NYY,True,35,27,3,8,3,7,0,35,27,3,8,3,7,0,3,3
2026-06-23,824262,DET,True,37,27,4,9,2,13,1,37,27,4,9,2,13,1,4,4
2026-06-23,824340,BOS,True,37,27,2,8,3,12,2,37,27,2,8,3,12,2,2,2
2026-06-23,824340,COL,True,42,27,5,11,6,4,1,42,27,5,11,6,4,1,5,5
2026-06-23,824501,MIL,True,28,27,0,2,0,13,0,28,27,0,2,0,13,0,0,0
2026-06-23,824501,CIN,True,36,27,2,4,4,14,0,36,27,2,4,4,14,0,1,1
2026-06-23,824584,CLE,True,28,24,2,3,1,11,1,28,24,2,3,1,11,1,2,2
2026-06-23,824584,CWS,True,35,27,1,6,2,8,1,35,27,1,6,2,8,1,1,1
