game_pk,official_date,game_dt,query_dates
822734,2026-05-18,2026-05-18T22:45:00Z,2026-05-18
822980,2026-05-18,2026-05-18T22:40:00Z,2026-05-18
823137,2026-05-18,2026-05-19T01:40:00Z,2026-05-18
823301,2026-05-18,2026-05-19T01:40:00Z,2026-05-18
823465,2026-05-18,2026-05-18T22:40:00Z,2026-05-18
823549,2026-05-18,2026-05-18T23:05:00Z,2026-05-18
823705,2026-05-18,2026-05-18T23:40:00Z,2026-05-18
823867,2026-05-18,2026-05-18T22:40:00Z,2026-05-18
824035,2026-05-18,2026-05-19T01:38:00Z,2026-05-18
824114,2026-05-18,2026-05-18T23:10:00Z,2026-05-18
824277,2026-05-18,2026-05-18T22:40:00Z,2026-05-18
824357,2026-05-18,2026-05-19T00:40:00Z,2026-05-18
824680,2026-05-18,2026-05-18T23:40:00Z,2026-05-18
825087,2026-05-18,2026-05-19T01:40:00Z,2026-05-18
