date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-04,822984,TOR,True,34,24,5,11,1,5,1,34,24,5,11,1,5,1,5,5
2026-05-04,822984,TB,True,38,27,1,10,2,8,0,38,27,1,10,2,8,0,1,1
2026-05-04,823064,MIL,True,39,24,6,11,4,9,0,39,24,6,11,4,9,0,6,6
2026-05-04,823064,STL,True,42,27,3,11,4,7,1,42,27,3,11,4,7,1,3,3
2026-05-04,823143,ATL,True,39,24,5,8,8,6,2,39,24,5,8,8,6,2,5,5
2026-05-04,823143,SEA,True,37,27,4,9,2,8,4,37,27,4,9,2,8,4,4,4
2026-05-04,823228,SD,True,33,24,3,6,3,4,1,33,24,3,6,3,4,1,3,3
2026-05-04,823228,SF,True,31,27,2,3,0,10,2,31,27,2,3,0,10,2,2,2
2026-05-04,823552,BAL,True,41,24,12,10,8,4,1,41,24,12,10,8,4,1,11,11
2026-05-04,823552,NYY,True,38,27,1,10,3,8,0,38,27,1,10,3,8,0,1,1
2026-05-04,823874,PHI,True,32,27,0,7,0,7,0,32,27,0,7,0,7,0,0,0
2026-05-04,823874,MIA,True,35,27,1,7,0,8,1,35,27,1,7,0,8,1,1,1
2026-05-04,824039,CWS,True,31,27,0,5,0,14,0,31,27,0,5,0,14,0,0,0
2026-05-04,824039,LAA,True,45,27,6,16,3,9,2,45,27,6,16,3,9,2,6,6
2026-05-04,824120,CLE,True,36,24,6,7,4,7,2,36,24,6,7,4,7,2,5,5
2026-05-04,824120,KC,True,32,27,2,5,1,3,1,32,27,2,5,1,3,1,2,2
2026-05-04,824201,LAD,True,35,27,3,6,2,15,1,35,27,3,6,2,15,1,3,3
2026-05-04,824201,HOU,True,45,27,8,13,5,11,2,45,27,8,13,5,11,2,7,7
2026-05-04,824283,BOS,True,34,27,4,3,2,11,0,34,27,4,3,2,11,0,2,2
2026-05-04,824283,DET,True,42,27,5,12,3,11,1,42,27,5,12,3,11,1,5,5
2026-05-04,824363,NYM,True,33,27,2,5,0,11,0,33,27,2,5,0,11,0,2,2
2026-05-04,824363,COL,True,32,27,4,4,2,8,1,32,27,4,4,2,8,1,4,4
2026-05-04,824684,CIN,True,38,26,5,6,6,5,2,38,26,5,6,6,5,2,5,5
2026-05-04,824684,CHC,True,39,27,4,10,4,12,2,39,27,4,10,4,12,2,4,4
