game_pk,official_date,game_dt,query_dates
823073,2026-04-13,2026-04-13T23:45:00Z,2026-04-13
823153,2026-04-13,2026-04-13T20:10:00Z,2026-04-13
823400,2026-04-13,2026-04-13T22:40:00Z,2026-04-13
823481,2026-04-13,2026-04-13T22:40:00Z,2026-04-13
823563,2026-04-13,2026-04-13T23:05:00Z,2026-04-13
823725,2026-04-13,2026-04-13T23:40:00Z,2026-04-13
823964,2026-04-13,2026-04-14T02:10:00Z,2026-04-13
824856,2026-04-13,2026-04-13T22:35:00Z,2026-04-13
824937,2026-04-13,2026-04-13T23:15:00Z,2026-04-13
825024,2026-04-13,2026-04-14T01:40:00Z,2026-04-13
