date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-07-20,822788,TB,True,35,27,1,8,2,2,0,35,27,1,8,2,2,0,1,1
2026-07-20,822788,TOR,True,40,27,7,13,2,9,3,40,27,7,13,2,9,3,5,5
2026-07-20,822874,CWS,True,35,27,3,7,2,14,2,35,27,3,7,2,14,2,3,3
2026-07-20,822874,TEX,True,44,27,10,13,5,8,0,44,27,10,13,5,8,0,10,10
2026-07-20,823112,CIN,True,41,24,8,13,3,7,1,41,24,8,13,3,7,1,7,7
2026-07-20,823112,SEA,True,31,27,0,3,2,9,0,31,27,0,3,2,9,0,0,0
2026-07-20,823436,LAD,True,37,24,10,11,2,9,5,37,24,10,11,2,9,5,10,10
2026-07-20,823436,PHI,True,43,27,7,11,2,10,2,43,27,7,11,2,10,2,6,6
2026-07-20,823522,PIT,True,36,24,8,11,1,8,2,36,24,8,11,1,8,2,7,7
2026-07-20,823522,NYY,True,38,27,5,9,3,10,1,38,27,5,9,3,10,1,5,5
2026-07-20,823762,NYM,True,37,24,8,10,3,8,3,37,24,8,10,3,8,3,8,8
2026-07-20,823762,MIL,True,37,27,3,6,4,15,0,37,27,3,6,4,15,0,2,2
2026-07-20,824006,STL,True,34,25,3,6,2,7,1,34,25,3,6,2,7,1,3,3
2026-07-20,824006,LAA,True,32,27,2,4,2,11,0,32,27,2,4,2,11,0,2,2
2026-07-20,824087,SF,True,38,25,4,8,2,6,1,38,25,4,8,2,6,1,4,4
2026-07-20,824087,KC,True,35,27,3,6,2,8,2,35,27,3,6,2,8,2,3,3
2026-07-20,824167,MIA,True,36,24,8,8,5,8,3,36,24,8,8,5,8,3,8,8
2026-07-20,824167,HOU,True,40,27,5,9,4,14,2,40,27,5,9,4,14,2,5,5
2026-07-20,824328,WSH,True,36,27,3,6,5,3,0,36,27,3,6,5,3,0,3,3
2026-07-20,824328,COL,True,40,27,7,12,2,7,3,40,27,7,12,2,7,3,7,7
2026-07-20,824410,MIN,True,45,24,13,19,2,7,7,45,24,13,19,2,7,7,13,13
2026-07-20,824410,CLE,True,39,27,4,10,3,9,0,39,27,4,10,3,9,0,4,4
2026-07-20,824654,DET,True,45,30,6,11,5,10,3,45,30,6,11,5,10,3,5,5
2026-07-20,824654,CHC,True,47,30,8,12,4,11,3,47,30,8,12,4,11,3,6,6
2026-07-20,824736,BAL,True,34,24,6,9,0,9,1,34,24,6,9,0,9,1,3,3
2026-07-20,824736,BOS,True,40,27,5,11,2,15,1,40,27,5,11,2,15,1,5,5
2026-07-20,824898,SD,True,29,24,3,4,2,8,2,29,24,3,4,2,8,2,2,2
2026-07-20,824898,ATL,True,34,27,2,7,2,5,2,34,27,2,7,2,5,2,2,2
2026-07-20,825058,ATH,True,35,27,2,8,2,7,1,35,27,2,8,2,7,1,2,2
2026-07-20,825058,AZ,True,43,27,5,14,1,7,2,43,27,5,14,1,7,2,5,5
