game_pk,official_date,game_dt,query_dates
822738,2026-05-17,2026-05-17T17:35:00Z,2026-05-17
822982,2026-05-17,2026-05-17T16:15:00Z,2026-05-17
823058,2026-05-17,2026-05-17T18:15:00Z,2026-05-17
823138,2026-05-17,2026-05-17T23:20:00Z,2026-05-17
823381,2026-05-17,2026-05-17T17:35:00Z,2026-05-17
823628,2026-05-17,2026-05-17T17:40:00Z,2026-05-17
823708,2026-05-17,2026-05-17T18:10:00Z,2026-05-17
824034,2026-05-17,2026-05-17T20:07:00Z,2026-05-17
824192,2026-05-17,2026-05-17T18:10:00Z,2026-05-17
824279,2026-05-17,2026-05-17T17:40:00Z,2026-05-17
824358,2026-05-17,2026-05-17T19:10:00Z,2026-05-17
824436,2026-05-17,2026-05-17T17:40:00Z,2026-05-17
824599,2026-05-17,2026-05-17T18:10:00Z,2026-05-17
824923,2026-05-17,2026-05-17T17:35:00Z,2026-05-17
825006,2026-05-17,2026-05-17T20:05:00Z,2026-05-17
