date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-04-26,822824,CLE,True,31,24,4,6,1,8,1,31,24,4,6,1,8,1,4,4
2026-04-26,822824,TOR,True,38,27,2,8,5,10,0,38,27,2,8,5,10,0,2,2
2026-04-26,822911,ATH,True,39,27,1,6,5,10,0,39,27,1,6,5,10,0,1,1
2026-04-26,822911,TEX,True,40,27,2,10,4,5,0,40,27,2,10,4,5,0,2,2
2026-04-26,822991,MIN,True,34,24,4,9,4,4,1,34,24,4,9,4,4,1,4,4
2026-04-26,822991,TB,True,36,27,2,5,4,6,1,36,27,2,5,4,6,1,2,2
2026-04-26,823068,SEA,True,37,27,2,7,3,5,2,37,27,2,7,3,5,2,2,2
2026-04-26,823068,STL,True,34,27,3,8,0,12,2,34,27,3,8,0,12,2,3,3
2026-04-26,823230,MIA,True,37,24,6,8,4,6,1,37,24,6,8,4,6,1,5,5
2026-04-26,823230,SF,True,31,27,3,2,2,7,1,31,27,3,2,2,7,1,3,3
2026-04-26,823635,COL,True,34,27,1,4,3,10,1,34,27,1,4,3,10,1,1,1
2026-04-26,823635,NYM,True,34,27,3,7,3,9,0,34,27,3,7,3,9,0,2,2
2026-04-26,823637,COL,True,34,27,0,6,3,7,0,34,27,0,6,3,7,0,0,0
2026-04-26,823637,NYM,True,37,27,3,4,6,9,1,37,27,3,4,6,9,1,3,3
2026-04-26,823797,PIT,True,35,24,5,7,2,7,0,35,24,5,7,2,7,0,4,4
2026-04-26,823797,MIL,True,33,27,0,2,4,18,0,33,27,0,2,4,18,0,0,0
2026-04-26,823959,CHC,True,34,24,6,7,3,8,1,34,24,6,7,3,8,1,5,5
2026-04-26,823959,LAD,True,39,27,0,4,6,8,0,39,27,0,4,6,8,0,0,0
2026-04-26,824122,LAA,True,46,29,11,12,6,7,4,46,29,11,12,6,7,4,10,10
2026-04-26,824122,KC,True,49,30,9,16,5,8,1,49,30,9,16,5,8,1,8,8
2026-04-26,824202,NYY,True,34,24,7,7,3,4,2,34,24,7,7,3,4,2,7,7
2026-04-26,824202,HOU,True,36,27,4,7,1,9,1,36,27,4,7,1,9,1,4,4
2026-04-26,824528,DET,True,36,27,3,7,2,7,2,36,27,3,7,2,7,2,3,3
2026-04-26,824528,CIN,True,44,27,8,12,5,12,3,44,27,8,12,5,12,3,7,6
2026-04-26,824612,WSH,True,38,30,1,4,3,13,0,38,30,1,4,3,13,0,0,0
2026-04-26,824612,CWS,True,34,30,2,4,1,5,1,34,30,2,4,1,5,1,1,1
2026-04-26,824852,BOS,True,33,27,3,6,1,7,2,33,27,3,6,1,7,2,3,3
2026-04-26,824852,BAL,True,37,27,5,7,5,6,1,37,27,5,7,5,6,1,5,5
2026-04-26,824934,PHI,True,36,24,6,10,3,8,2,36,24,6,10,3,8,2,6,6
2026-04-26,824934,ATL,True,33,27,2,2,2,12,1,33,27,2,2,2,12,1,0,0
2026-04-26,825094,SD,True,41,24,12,15,3,8,3,41,24,12,15,3,8,3,12,12
2026-04-26,825094,AZ,True,40,27,7,11,2,6,3,40,27,7,11,2,6,3,7,7
