game_pk,official_date,game_dt,query_dates
822708,2026-07-12,2026-07-12T17:35:00Z,2026-07-12
822876,2026-07-12,2026-07-12T18:35:00Z,2026-07-12
822951,2026-07-12,2026-07-12T17:40:00Z,2026-07-12
823029,2026-07-12,2026-07-12T18:15:00Z,2026-07-12
823199,2026-07-12,2026-07-12T20:05:00Z,2026-07-12
823274,2026-07-12,2026-07-12T20:10:00Z,2026-07-12
823358,2026-07-12,2026-07-12T16:15:00Z,2026-07-12
823602,2026-07-12,2026-07-12T17:40:00Z,2026-07-12
823681,2026-07-12,2026-07-12T18:10:00Z,2026-07-12
823842,2026-07-12,2026-07-12T17:40:00Z,2026-07-12
823925,2026-07-12,2026-07-12T20:10:00Z,2026-07-12
824250,2026-07-12,2026-07-12T17:40:00Z,2026-07-12
824491,2026-07-12,2026-07-12T17:40:00Z,2026-07-12
824574,2026-07-12,2026-07-12T18:10:00Z,2026-07-12
824814,2026-07-12,2026-07-12T17:35:00Z,2026-07-12
