pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,games_pitched,games_started,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,physical_appearance,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status
592094,28,7,50,54,208,235,Bot,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,SD,TEX,A,Jason Adam,1,0,False,RELIEF_OR_BULK,28,5,3,2,2,2,0,2,1,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
605452,21,10,73,78,307,327,Top,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,TEX,SD,H,Joe Ross,1,0,False,RELIEF_OR_BULK,21,6,3,3,2,2,1,0,1,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
606996,10,6,44,45,183,192,Bot,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,SD,TEX,A,Kyle Hart,1,0,False,RELIEF_OR_BULK,10,2,2,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
621111,87,1,3,43,15,182,Bot,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,SD,TEX,A,Walker Buehler,1,1,True,STARTER,87,21,16,1,1,5,1,7,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V73
641302,9,8,59,61,250,258,Top,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,TEX,SD,H,Tyler Alexander,1,0,False,RELIEF_OR_BULK,9,3,1,0,0,1,1,0,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
656641,13,9,66,68,275,287,Top,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,TEX,SD,H,Jacob Latz,1,0,False,RELIEF_OR_BULK,13,3,3,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
668390,14,8,55,58,236,249,Top,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,TEX,SD,H,Cole Winn,1,0,False,RELIEF_OR_BULK,14,4,2,2,1,1,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
669022,95,1,0,40,1,169,Top,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,TEX,SD,H,MacKenzie Gore,1,1,True,STARTER,95,23,18,1,1,5,2,6,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V73
670970,35,8,62,72,259,306,Bot,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,SD,TEX,A,Adrian Morejon,1,0,False,RELIEF_OR_BULK,35,8,6,0,0,1,0,5,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
682608,15,7,46,49,193,207,Top,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,TEX,SD,H,Peyton Gray,1,0,False,RELIEF_OR_BULK,15,4,3,0,0,0,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
695243,21,10,79,82,328,348,Bot,822885,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:05:00Z,SD,TEX,A,Mason Miller,1,0,False,RELIEF_OR_BULK,21,4,3,1,0,1,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822885/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
518886,11,6,46,48,182,192,Top,822967,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:10:00Z,TB,WSH,H,Craig Kimbrel,1,0,False,RELIEF_OR_BULK,11,3,3,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822967/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
592155,24,9,66,71,254,277,Top,822967,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:10:00Z,TB,WSH,H,Cam Booser,1,0,False,RELIEF_OR_BULK,24,6,3,1,1,3,0,0,1,https://statsapi.mlb.com/api/v1.1/game/822967/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
642121,25,7,52,61,205,242,Top,822967,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:10:00Z,TB,WSH,H,Cole Sulser,1,0,False,RELIEF_OR_BULK,25,6,6,0,0,0,0,4,0,https://statsapi.mlb.com/api/v1.1/game/822967/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
676917,68,1,3,29,12,124,Bot,822967,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:10:00Z,WSH,TB,A,Cade Cavalli,1,1,True,STARTER,68,16,8,2,2,6,3,1,0,https://statsapi.mlb.com/api/v1.1/game/822967/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V73
680730,32,3,30,45,125,181,Bot,822967,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:10:00Z,WSH,TB,A,Mitchell Parker,1,0,False,RELIEF_OR_BULK,32,8,7,0,0,1,1,2,0,https://statsapi.mlb.com/api/v1.1/game/822967/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
690925,21,9,72,77,278,298,Bot,822967,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:10:00Z,WSH,TB,A,Clayton Beeter,1,0,False,RELIEF_OR_BULK,21,6,3,1,1,1,2,2,0,https://statsapi.mlb.com/api/v1.1/game/822967/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
693855,81,1,0,42,1,171,Top,822967,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:10:00Z,TB,WSH,H,Ian Seymour,1,1,True,STARTER,81,22,15,3,3,7,0,4,1,https://statsapi.mlb.com/api/v1.1/game/822967/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V73
695418,36,6,49,65,193,253,Bot,822967,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-20T20:10:00Z,WSH,TB,A,Brad Lord,1,0,False,RELIEF_OR_BULK,36,11,9,0,0,2,0,5,0,https://statsapi.mlb.com/api/v1.1/game/822967/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
543056,5,9,68,70,275,279,Bot,823126,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-21T02:10:00Z,BOS,SEA,A,Danny Coulombe,1,0,False,RELIEF_OR_BULK,5,3,3,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823126/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
594027,14,7,55,57,217,230,Bot,823126,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-20.parquet,False,2026-06-20,2026-06-21T02:10:00Z,BOS,SEA,A,Tyron Guerrero,1,0,False,RELIEF_OR_BULK,14,3,3,0,0,0,0,2,0,https://statsapi.mlb.com/api/v1.1/game/823126/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V73
