game_pk,official_date,game_dt,query_dates
822722,2026-06-14,2026-06-14T17:35:00Z,2026-06-14
822801,2026-06-14,2026-06-14T17:37:00Z,2026-06-14
823212,2026-06-14,2026-06-14T19:10:00Z,2026-06-14
823368,2026-06-14,2026-06-14T16:15:00Z,2026-06-14
823615,2026-06-14,2026-06-14T17:40:00Z,2026-06-14
823693,2026-06-14,2026-06-14T18:10:00Z,2026-06-14
823777,2026-06-14,2026-06-14T18:10:00Z,2026-06-14
824021,2026-06-14,2026-06-14T20:07:00Z,2026-06-14
824099,2026-06-14,2026-06-14T18:10:00Z,2026-06-14
824506,2026-06-14,2026-06-14T17:40:00Z,2026-06-14
824586,2026-06-14,2026-06-14T18:10:00Z,2026-06-14
824751,2026-06-14,2026-06-14T23:20:00Z,2026-06-14
824823,2026-06-14,2026-06-14T17:35:00Z,2026-06-14
824994,2026-06-14,2026-06-14T19:05:00Z,2026-06-14
