game_pk,official_date,game_dt,query_dates
822886,2026-06-19,2026-06-20T00:05:00Z,2026-06-19
822966,2026-06-19,2026-06-19T23:10:00Z,2026-06-19
823124,2026-06-19,2026-06-20T02:10:00Z,2026-06-19
823534,2026-06-19,2026-06-19T23:05:00Z,2026-06-19
823853,2026-06-19,2026-06-19T23:10:00Z,2026-06-19
823936,2026-06-19,2026-06-20T02:10:00Z,2026-06-19
824097,2026-06-19,2026-06-20T00:15:00Z,2026-06-19
824179,2026-06-19,2026-06-20T00:10:00Z,2026-06-19
824264,2026-06-19,2026-06-19T22:40:00Z,2026-06-19
824345,2026-06-19,2026-06-20T00:40:00Z,2026-06-19
824663,2026-06-19,2026-06-19T18:20:00Z,2026-06-19
824910,2026-06-19,2026-06-19T23:15:00Z,2026-06-19
824990,2026-06-19,2026-06-20T01:40:00Z,2026-06-19
825069,2026-06-19,2026-06-20T01:45:00Z,2026-06-19
