RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
824446-641329,824446,2026-04-27,TB,CLE,A,641329,Bryan Baker,RELIEF_OR_BULK,0.0,16.0,3.0,3.0,16.0,34.0,3.0,6.0,True,False,23,5,3,0,0,2,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824446-670036,824446,2026-04-27,CLE,TB,H,670036,Matt Festa,RELIEF_OR_BULK,1.0,17.0,5.0,3.0,17.0,17.0,5.0,5.0,False,False,3,1,1,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824446-670059,824446,2026-04-27,CLE,TB,H,670059,Colin Holderman,RELIEF_OR_BULK,0.0,12.0,4.0,4.0,12.0,12.0,4.0,4.0,True,False,23,6,6,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824446-681870,824446,2026-04-27,CLE,TB,H,681870,Erik Sabrowski,RELIEF_OR_BULK,2.0,13.0,3.0,3.0,0.0,13.0,0.0,3.0,False,False,20,4,2,0,0,1,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824446-683769,824446,2026-04-27,CLE,TB,H,683769,Hunter Gaddis,RELIEF_OR_BULK,2.0,8.0,3.0,3.0,0.0,8.0,0.0,3.0,False,False,13,4,1,2,2,3,0,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824446-693855,824446,2026-04-27,TB,CLE,A,693855,Ian Seymour,RELIEF_OR_BULK,5.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,18,4,3,0,0,0,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-642397,823395,2026-04-27,PIT,STL,H,642397,Gregory Soto,RELIEF_OR_BULK,1.0,14.0,3.0,3.0,14.0,14.0,3.0,3.0,False,False,18,3,3,0,0,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-642701,823395,2026-04-27,PIT,STL,H,642701,Dennis Santana,RELIEF_OR_BULK,1.0,17.0,5.0,3.0,17.0,17.0,5.0,5.0,False,False,27,8,2,4,4,4,2,0,2,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-664875,823395,2026-04-27,PIT,STL,H,664875,Justin Lawrence,RELIEF_OR_BULK,0.0,9.0,3.0,3.0,9.0,9.0,3.0,3.0,True,False,9,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-666277,823395,2026-04-27,STL,PIT,A,666277,George Soriano,RELIEF_OR_BULK,1.0,15.0,5.0,3.0,15.0,26.0,5.0,7.0,False,False,21,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-676742,823395,2026-04-27,PIT,STL,H,676742,Cam Sanders,RELIEF_OR_BULK,0.0,32.0,8.0,6.0,32.0,32.0,8.0,8.0,True,False,5,1,1,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-676755,823395,2026-04-27,PIT,STL,H,676755,Isaac Mattson,RELIEF_OR_BULK,1.0,4.0,3.0,3.0,4.0,18.0,3.0,7.0,False,False,3,1,1,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-681676,823395,2026-04-27,STL,PIT,A,681676,Ryan Fernandez,RELIEF_OR_BULK,4.0,17.0,6.0,3.0,0.0,0.0,0.0,0.0,False,False,23,6,6,0,0,0,0,4,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-681895,823395,2026-04-27,PIT,STL,H,681895,Evan Sisk,RELIEF_OR_BULK,0.0,23.0,6.0,4.0,23.0,23.0,6.0,6.0,True,False,16,3,2,0,0,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823395-696062,823395,2026-04-27,PIT,STL,H,696062,Wilber Dotel,RELIEF_OR_BULK,5.0,33.0,9.0,5.0,0.0,0.0,0.0,0.0,False,False,44,12,12,0,0,0,0,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
822825-573009,822825,2026-04-27,TOR,BOS,H,573009,Joe Mantiply,RELIEF_OR_BULK,2.0,19.0,6.0,5.0,0.0,19.0,0.0,6.0,False,False,12,4,3,0,0,1,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
822825-667297,822825,2026-04-27,TOR,BOS,H,667297,Tommy Nance,RELIEF_OR_BULK,2.0,13.0,3.0,3.0,0.0,13.0,0.0,3.0,False,False,16,4,3,0,0,0,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
822825-669711,822825,2026-04-27,BOS,TOR,A,669711,Greg Weissert,RELIEF_OR_BULK,1.0,21.0,5.0,3.0,21.0,21.0,5.0,5.0,False,False,10,4,3,0,0,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
822825-695445,822825,2026-04-27,TOR,BOS,H,695445,Chase Lee,RELIEF_OR_BULK,,,,,,,,,,,21,5,4,1,1,1,0,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,,,
823719-573124,823719,2026-04-27,MIN,SEA,H,573124,Taylor Rogers,RELIEF_OR_BULK,1.0,15.0,3.0,0.0,15.0,15.0,3.0,3.0,False,False,14,3,3,0,0,0,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823719-677961,823719,2026-04-27,SEA,MIN,A,677961,Cole Wilcox,RELIEF_OR_BULK,5.0,45.0,12.0,6.0,0.0,0.0,0.0,0.0,False,False,40,9,4,1,1,3,2,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823719-695380,823719,2026-04-27,SEA,MIN,A,695380,Alex Hoppe,RELIEF_OR_BULK,,,,,,,,,,,42,10,5,3,3,2,3,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,,,
823719-702193,823719,2026-04-27,MIN,SEA,H,702193,Andrew Morris,RELIEF_OR_BULK,3.0,37.0,10.0,8.0,0.0,0.0,0.0,0.0,False,False,40,13,9,2,2,4,1,2,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824609-519141,824609,2026-04-27,LAA,CWS,A,519141,Drew Pomeranz,RELIEF_OR_BULK,0.0,6.0,2.0,1.0,6.0,36.0,2.0,8.0,True,False,21,5,3,2,2,2,0,2,2,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824609-663542,824609,2026-04-27,CWS,LAA,H,663542,Bryan Hudson,RELIEF_OR_BULK,0.0,8.0,3.0,3.0,8.0,25.0,3.0,7.0,True,False,4,1,1,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,STARTER,MLB,False
824609-663855,824609,2026-04-27,CWS,LAA,H,663855,Jordan Hicks,RELIEF_OR_BULK,1.0,19.0,5.0,3.0,19.0,19.0,5.0,5.0,False,False,8,3,1,0,0,2,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824609-674370,824609,2026-04-27,CWS,LAA,H,674370,Osvaldo Bido,RELIEF_OR_BULK,1.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,False,False,43,10,9,1,1,2,0,2,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824609-680704,824609,2026-04-27,LAA,CWS,A,680704,Nick Sandlin,RELIEF_OR_BULK,1.0,19.0,4.0,4.0,19.0,19.0,4.0,4.0,False,False,7,3,0,3,3,2,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824609-691799,824609,2026-04-27,CWS,LAA,H,691799,Grant Taylor,RELIEF_OR_BULK,1.0,9.0,3.0,3.0,9.0,9.0,3.0,3.0,False,False,35,8,4,2,0,3,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
824609-820862,824609,2026-04-27,LAA,CWS,A,820862,José Fermin,RELIEF_OR_BULK,,,,,,,,,,,14,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,,,
822906-657612,822906,2026-04-27,NYY,TEX,A,657612,Tim Hill,RELIEF_OR_BULK,1.0,11.0,4.0,3.0,11.0,11.0,4.0,4.0,False,False,24,5,3,0,0,0,2,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
822906-666808,822906,2026-04-27,NYY,TEX,A,666808,Camilo Doval,RELIEF_OR_BULK,1.0,13.0,4.0,3.0,13.0,13.0,4.0,4.0,False,False,16,4,3,1,1,1,0,2,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
822906-670280,822906,2026-04-27,NYY,TEX,A,670280,David Bednar,RELIEF_OR_BULK,3.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,18,6,3,1,0,2,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
822906-682608,822906,2026-04-27,TEX,NYY,H,682608,Peyton Gray,RELIEF_OR_BULK,0.0,21.0,6.0,3.0,21.0,21.0,6.0,6.0,True,False,41,9,6,0,0,1,2,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
822906-686560,822906,2026-04-27,TEX,NYY,H,686560,Gavin Collyer,RELIEF_OR_BULK,0.0,16.0,4.0,3.0,16.0,16.0,4.0,4.0,True,False,15,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823311-592094,823311,2026-04-27,SD,CHC,H,592094,Jason Adam,RELIEF_OR_BULK,1.0,15.0,4.0,3.0,15.0,15.0,4.0,4.0,False,False,17,4,4,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823311-657097,823311,2026-04-27,CHC,SD,A,657097,Jacob Webb,RELIEF_OR_BULK,3.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,False,False,15,4,3,1,1,1,0,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823311-664208,823311,2026-04-27,CHC,SD,A,664208,Phil Maton,RELIEF_OR_BULK,19.0,26.0,6.0,2.0,0.0,0.0,0.0,0.0,False,False,28,6,3,2,2,3,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823311-670970,823311,2026-04-27,SD,CHC,H,670970,Adrian Morejon,RELIEF_OR_BULK,1.0,29.0,5.0,3.0,29.0,29.0,5.0,5.0,False,False,27,6,5,0,0,0,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823311-676962,823311,2026-04-27,CHC,SD,A,676962,Ben Brown,RELIEF_OR_BULK,4.0,37.0,10.0,7.0,0.0,0.0,0.0,0.0,False,False,43,9,6,1,0,2,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
823311-695243,823311,2026-04-27,SD,CHC,H,695243,Mason Miller,RELIEF_OR_BULK,1.0,13.0,3.0,3.0,13.0,13.0,3.0,3.0,False,False,21,6,3,2,2,3,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v19_sheet01_0427.csv,QA_VALIDATED_PBP_V19,RELIEF_OR_BULK,MLB,False
