game_pk,official_date,game_dt,query_dates
823105,2026-08-06,2026-08-06T20:10:00Z,2026-08-06
823430,2026-08-06,2026-08-06T22:05:00Z,2026-08-06
823754,2026-08-06,2026-08-06T18:10:00Z,2026-08-06
824080,2026-08-06,2026-08-06T23:40:00Z,2026-08-06
824401,2026-08-06,2026-08-06T17:10:00Z,2026-08-06
824481,2026-08-06,2026-08-06T16:40:00Z,2026-08-06
824664,2026-08-06,2026-08-06T18:20:00Z,2026-08-06
824729,2026-08-06,2026-08-06T23:10:00Z,2026-08-06
824804,2026-08-06,2026-08-06T16:35:00Z,2026-08-06
824885,2026-08-06,2026-08-06T23:15:00Z,2026-08-06
825053,2026-08-06,2026-08-07T01:40:00Z,2026-08-06
