PERIOD,FAMILY,PITCHES,WHIFF_PCT,PA_TERMINAL,BA,OBP,SLG,wOBA,xwOBA,RUN_VALUE
2024,FASTBALL,13482,16.2,3386,0.263,0.345,0.451,0.356,0.361,33.6
2024,BREAKING,7724,32.23,1981,0.219,0.282,0.349,0.29,0.279,-3.2
2024,OFFSPEED,2768,31.37,758,0.244,0.286,0.424,0.315,0.315,19.6
2025,FASTBALL,13051,17.29,3351,0.264,0.349,0.467,0.362,0.368,41.4
2025,BREAKING,8061,29.77,1981,0.219,0.284,0.361,0.295,0.3,-1.0
2025,OFFSPEED,3027,27.97,790,0.251,0.301,0.412,0.317,0.314,23.4
2026_CUTOFF,FASTBALL,8294,17.39,2109,0.254,0.334,0.418,0.34,0.348,-25.4
2026_CUTOFF,BREAKING,4721,32.12,1163,0.199,0.257,0.331,0.267,0.282,-16.1
2026_CUTOFF,OFFSPEED,2102,27.26,579,0.235,0.28,0.362,0.297,0.309,2.7
