BATTER_ID,BATTER,PA,AB,H,1B,2B,3B,HR,BB,HBP,K,AVG,OBP,SLG,OPS,WOBA,XWOBA,EV,HARD_HIT_PCT,BARREL_PCT,PITCH_MIX,GAMES,FIRST_DATE,LAST_DATE,NOTE
678011,Anthony Seigler,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,{},0,NO_SAMPLE,NO_SAMPLE,"BvP secundario; muestra descriptiva, no predictor autónomo."
678882,Ceddanne Rafaela,3,2,1,0,1,0,0,0,0,0,0.5,0.5,1.0,1.5,0.725,0.339,62.73333333333333,33.33333333333333,0.0,"{""FF"": 33.3, ""SL"": 66.7}",1,2026-06-18,2026-06-18,"BvP secundario; muestra descriptiva, no predictor autónomo."
677800,Wilyer Abreu,5,5,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0792,81.32499999999999,25.0,0.0,"{""FF"": 42.9, ""FS"": 52.4, ""SL"": 4.8}",2,2026-04-28,2026-06-18,"BvP secundario; muestra descriptiva, no predictor autónomo."
575929,Willson Contreras,6,6,1,0,1,0,0,0,0,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.20833333333333334,0.2796666666666667,83.0625,25.0,12.5,"{""FF"": 40.9, ""FS"": 22.7, ""SL"": 36.4}",2,2026-04-28,2026-06-18,"BvP secundario; muestra descriptiva, no predictor autónomo."
807799,Masataka Yoshida,2,2,1,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.45,0.117,85.0,33.33333333333333,0.0,"{""FF"": 42.9, ""FS"": 57.1}",1,2026-04-28,2026-04-28,"BvP secundario; muestra descriptiva, no predictor autónomo."
702332,Caleb Durbin,5,5,1,0,0,0,1,0,0,0,0.2,0.2,0.8,1.0,0.4,0.23620000000000002,80.88749999999999,25.0,0.0,"{""FF"": 44.4, ""FS"": 27.8, ""SL"": 27.8}",2,2026-04-28,2026-06-18,"BvP secundario; muestra descriptiva, no predictor autónomo."
680776,Jarren Duran,6,6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.2588333333333333,77.73333333333333,11.11111111111111,11.11111111111111,"{""FF"": 50.0, ""FS"": 38.9, ""SL"": 11.1}",2,2026-04-28,2026-06-18,"BvP secundario; muestra descriptiva, no predictor autónomo."
655316,Andruw Monasterio,2,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.005,81.6,0.0,0.0,"{""FF"": 33.3, ""FS"": 33.3, ""SL"": 33.3}",1,2026-06-18,2026-06-18,"BvP secundario; muestra descriptiva, no predictor autónomo."
657136,Connor Wong,3,3,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.16833333333333333,77.88000000000001,40.0,0.0,"{""FF"": 30.0, ""FS"": 15.0, ""SL"": 55.0}",1,2026-06-18,2026-06-18,"BvP secundario; muestra descriptiva, no predictor autónomo."
