BATTER_ID,BATTER,FUNCTION,HAND,POSITIONS,WOBA_VS_RHP,PA_VS_RHP,WOBA_VS_LHP,PA_VS_LHP,POSSIBLE_TARGET,ENTRY_SCENARIO,HAND_CHANGE,EXPECTED_OFFENSE_DELTA,PR_ROLE,DEF_ROLE,SOURCE,VIGENCY,NOTE
665966,Carlos Narváez,C2/bench catcher,R,C,0.2649305555555555,147,0.3014285714285714,35,Connor Wong,late C / defense or rest,No handedness change guaranteed,Not asserted without actual substitution; compare platoon wOBA only if scenario occurs.,NO,YES,MLB roster + Statcast season + official lineup,PREGAME,"Scenario is inferential, not a manager commitment."
691907,Tsung-Che Cheng,IF bench/defense/pinch-run,L,SS,0.28846153846153844,39,0.18,5,Andruw Monasterio or Anthony Seigler,late defense/pinch-run,L bat may replace R bat,Not asserted without actual substitution; compare platoon wOBA only if scenario occurs.,YES,YES,MLB roster + Statcast season + official lineup,PREGAME,"Scenario is inferential, not a manager commitment."
663853,Romy Gonzalez,IF/OF bench/PH vs LHP/defense,R,DH,0.23148148148148148,27,0.3234375,32,left-handed starter as matchup dictates,PH vs LHP reliever / defense,R bat for L bat,Not asserted without actual substitution; compare platoon wOBA only if scenario occurs.,NO,YES,MLB roster + Statcast season + official lineup,PREGAME,"Scenario is inferential, not a manager commitment."
663330,Jahmai Jones,OF/IF bench/PH/pinch-run,R,DH,0.0,2,0.72,5,OF/DH as game state dictates,pinch-run/PH/defense,R bat for L bat possible,Not asserted without actual substitution; compare platoon wOBA only if scenario occurs.,YES,YES,MLB roster + Statcast season + official lineup,PREGAME,"Scenario is inferential, not a manager commitment."
