PERIOD,ROLE,IP,H,ER,HR,BB,HBP,SO,BF,ERA,WHIP,K9,BB9,HR9,K_PCT,BB_PCT,K_BB_PCT,FIP
2024,BULLPEN,648.0,532,254,78,233,38,626,2692,3.528,1.181,8.694,3.236,1.083,23.25,8.66,14.6,4.053
2024,STARTER,797.667,741,375,120,268,17,764,3355,4.231,1.265,8.62,3.024,1.354,22.77,7.99,14.78,4.278
2025,BULLPEN,657.667,608,312,81,269,38,687,2830,4.27,1.334,9.401,3.681,1.108,24.28,9.51,14.77,4.047
2025,STARTER,783.333,642,321,94,294,27,818,3247,3.688,1.195,9.398,3.378,1.08,25.19,9.05,16.14,3.836
2026_CUTOFF,BULLPEN,339.0,272,142,38,149,12,362,1425,3.77,1.242,9.611,3.956,1.009,25.4,10.46,14.95,3.842
2026_CUTOFF,STARTER,571.333,456,217,76,158,26,557,2312,3.418,1.075,8.774,2.489,1.197,24.09,6.83,17.26,3.841
